Symbol,True Value,Mean Prediction,RMSE,MSE,SMAPE,MAPE,Huber Loss
NASDAQ:AAPL,232.115,253.4178088073513,15.851959963905216,251.28463469725386,6.603855710427878,6.829356122570801,15.351959963905216
NASDAQ:MSFT,434.085,435.39537781696475,1.9043122848281655,3.6264052781474683,0.4396600977815258,0.4386957127816362,1.4043122848281655
NASDAQ:NVDA,136.69,150.50248297962483,5.161201219022274,26.63799802323701,3.7058799175378896,3.7758440405459615,4.661201219022274
NASDAQ:INTC,21.26,20.580490758757744,0.8016140198450756,0.6425850368121813,3.8429771479001915,3.7705269042571756,0.32129251840609063
